timestamp,asset_id,vibration_rms_mm_s,bearing_temperature_c,rpm,load_percent
2026-08-22T09:11:45+05:30,T-07,2.91,76.7,3000,80.6
2026-08-22T09:12:00+05:30,T-07,2.78,74.5,2998,79.8
2026-08-22T09:12:15+05:30,T-07,2.73,76.7,3005,79.1
2026-08-22T09:12:30+05:30,T-07,2.68,74.4,3003,78.4
2026-08-22T09:12:45+05:30,T-07,2.63,76.6,3001,80.7
2026-08-22T09:13:00+05:30,T-07,2.58,74.4,2999,80.0
2026-08-22T09:13:15+05:30,T-07,2.53,75.9,2997,79.3
2026-08-22T09:13:30+05:30,T-07,2.48,73.7,3004,78.6
2026-08-22T09:13:45+05:30,T-07,2.35,75.9,3002,80.9
2026-08-22T09:14:00+05:30,T-07,2.30,73.7,3000,80.2
2026-08-22T09:14:15+05:30,T-07,2.83,75.8,2998,79.5
2026-08-22T09:14:30+05:30,T-07,2.78,73.6,3005,78.8
2026-08-22T09:14:45+05:30,T-07,2.73,75.8,3003,81.1
2026-08-22T09:15:00+05:30,T-07,2.68,73.6,3001,80.4
2026-08-22T09:15:15+05:30,T-07,2.63,75.7,2999,79.7
2026-08-22T09:15:30+05:30,T-07,2.50,72.9,2997,78.9
2026-08-22T09:15:45+05:30,T-07,2.45,75.0,3004,81.3
2026-08-22T09:16:00+05:30,T-07,2.40,72.8,3002,80.6
2026-08-22T09:16:15+05:30,T-07,2.35,75.0,3000,79.8
2026-08-22T09:16:30+05:30,T-07,2.89,72.8,2998,79.1
2026-08-22T09:16:45+05:30,T-07,2.84,74.9,3005,78.4
2026-08-22T09:17:00+05:30,T-07,2.79,72.7,3003,80.7
2026-08-22T09:17:15+05:30,T-07,2.66,74.9,3001,80.0
2026-08-22T09:17:30+05:30,T-07,2.61,77.1,2999,79.3
2026-08-22T09:17:45+05:30,T-07,2.56,74.2,2997,78.6
2026-08-22T09:18:00+05:30,T-07,2.51,76.4,3004,80.9
2026-08-22T09:18:15+05:30,T-07,2.46,74.2,3002,80.2
2026-08-22T09:18:30+05:30,T-07,2.41,76.3,3000,79.5
2026-08-22T09:18:45+05:30,T-07,2.36,74.1,2998,78.8
2026-08-22T09:19:00+05:30,T-07,2.81,76.3,3005,81.1
2026-08-22T09:19:15+05:30,T-07,2.76,74.1,3003,80.4
2026-08-22T09:19:30+05:30,T-07,2.71,76.2,3001,79.7
2026-08-22T09:19:45+05:30,T-07,2.66,74.0,2999,78.9
2026-08-22T09:20:00+05:30,T-07,2.61,75.5,2997,81.3
2026-08-22T09:20:15+05:30,T-07,2.56,73.3,3004,80.6
2026-08-22T09:20:30+05:30,T-07,2.51,75.5,3002,79.8
2026-08-22T09:20:45+05:30,T-07,2.38,73.3,3000,79.1
2026-08-22T09:21:00+05:30,T-07,2.33,75.4,2998,78.4
2026-08-22T09:21:15+05:30,T-07,2.87,73.2,3005,80.7
2026-08-22T09:21:30+05:30,T-07,2.82,75.4,3003,80.0
2026-08-22T09:21:45+05:30,T-07,2.77,73.2,3001,79.3
2026-08-22T09:22:00+05:30,T-07,2.72,75.3,2999,78.6
2026-08-22T09:22:15+05:30,T-07,2.67,72.5,2997,80.9
2026-08-22T09:22:30+05:30,T-07,2.53,74.7,3004,80.2
2026-08-22T09:22:45+05:30,T-07,2.48,72.5,3002,79.5
2026-08-22T09:23:00+05:30,T-07,2.43,74.6,3000,78.8
2026-08-22T09:23:15+05:30,T-07,2.38,76.8,2998,81.1
2026-08-22T09:23:30+05:30,T-07,2.33,74.6,3005,80.4
2026-08-22T09:23:45+05:30,T-07,2.87,76.7,3003,79.7
2026-08-22T09:24:00+05:30,T-07,2.82,74.5,3001,78.9
2026-08-22T09:24:15+05:30,T-07,2.69,76.7,2999,81.3
2026-08-22T09:24:30+05:30,T-07,2.64,73.8,2997,80.6
2026-08-22T09:24:45+05:30,T-07,2.59,76.0,3004,79.8
2026-08-22T09:25:00+05:30,T-07,2.54,73.8,3002,79.1
2026-08-22T09:25:15+05:30,T-07,2.49,76.0,3000,78.4
2026-08-22T09:25:30+05:30,T-07,2.44,73.7,2998,80.7
2026-08-22T09:25:45+05:30,T-07,2.39,75.9,3005,80.0
2026-08-22T09:26:00+05:30,T-07,2.84,73.7,3003,79.3
2026-08-22T09:26:15+05:30,T-07,2.79,75.8,3001,78.6
2026-08-22T09:26:30+05:30,T-07,2.74,73.6,2999,80.9
2026-08-22T09:26:45+05:30,T-07,2.69,75.2,2997,80.2
2026-08-22T09:27:00+05:30,T-07,2.64,73.0,3004,79.5
2026-08-22T09:27:15+05:30,T-07,2.59,75.1,3002,78.8
2026-08-22T09:27:30+05:30,T-07,2.54,72.9,3000,81.1
2026-08-22T09:27:45+05:30,T-07,2.41,75.1,2998,80.4
2026-08-22T09:28:00+05:30,T-07,2.36,72.9,3005,79.7
2026-08-22T09:28:15+05:30,T-07,2.31,75.0,3003,78.9
2026-08-22T09:28:30+05:30,T-07,2.85,72.8,3001,81.3
2026-08-22T09:28:45+05:30,T-07,2.80,75.0,2999,80.6
2026-08-22T09:29:00+05:30,T-07,2.75,76.5,2997,79.8
2026-08-22T09:29:15+05:30,T-07,2.70,74.3,3004,79.1
2026-08-22T09:29:30+05:30,T-07,2.56,76.4,3002,78.4
2026-08-22T09:29:45+05:30,T-07,2.51,74.2,3000,80.7
2026-08-22T09:30:00+05:30,T-07,5.2,76.4,2998,80.0
2026-08-22T09:30:15+05:30,T-07,2.41,74.2,3005,79.3
2026-08-22T09:30:30+05:30,T-07,2.36,76.3,3003,78.6
2026-08-22T09:30:45+05:30,T-07,2.90,74.1,3001,80.9
2026-08-22T09:31:00+05:30,T-07,2.85,76.3,2999,80.2
2026-08-22T09:31:15+05:30,T-07,2.72,73.5,2997,79.5
2026-08-22T09:31:30+05:30,T-07,2.67,75.6,3004,78.8
2026-08-22T09:31:45+05:30,T-07,2.62,73.4,3002,81.1
2026-08-22T09:32:00+05:30,T-07,2.57,75.6,3000,80.4
2026-08-22T09:32:15+05:30,T-07,2.52,73.4,2998,79.7
2026-08-22T09:32:30+05:30,T-07,2.47,75.5,3005,78.9
2026-08-22T09:32:45+05:30,T-07,2.42,73.3,3003,81.3
2026-08-22T09:33:00+05:30,T-07,2.28,75.5,3001,80.6
2026-08-22T09:33:15+05:30,T-07,2.82,73.3,2999,79.8
2026-08-22T09:33:30+05:30,T-07,2.77,74.8,2997,79.1
2026-08-22T09:33:45+05:30,T-07,2.72,72.6,3004,78.4
2026-08-22T09:34:00+05:30,T-07,2.67,74.7,3002,80.7
2026-08-22T09:34:15+05:30,T-07,2.62,72.5,3000,80.0
2026-08-22T09:34:30+05:30,T-07,2.57,74.7,2998,79.3
2026-08-22T09:34:45+05:30,T-07,2.44,76.8,3005,78.6
2026-08-22T09:35:00+05:30,T-07,2.39,74.6,3003,80.9
2026-08-22T09:35:15+05:30,T-07,2.34,76.8,3001,80.2
2026-08-22T09:35:30+05:30,T-07,2.88,74.6,2999,79.5
2026-08-22T09:35:45+05:30,T-07,2.83,76.1,2997,78.8
2026-08-22T09:36:00+05:30,T-07,2.78,73.9,3004,81.1
2026-08-22T09:36:15+05:30,T-07,2.73,76.1,3002,80.4
2026-08-22T09:36:30+05:30,T-07,2.59,73.9,3000,79.7
2026-08-22T09:36:45+05:30,T-07,2.54,76.0,2998,78.9
2026-08-22T09:37:00+05:30,T-07,2.49,73.8,3005,81.3
2026-08-22T09:37:15+05:30,T-07,2.44,76.0,3003,80.6
2026-08-22T09:37:30+05:30,T-07,2.39,73.8,3001,79.8
2026-08-22T09:37:45+05:30,T-07,2.34,75.9,2999,79.1
2026-08-22T09:38:00+05:30,T-07,2.88,73.1,2997,78.4
2026-08-22T09:38:15+05:30,T-07,2.75,75.2,3004,80.7
2026-08-22T09:38:30+05:30,T-07,2.70,73.0,3002,80.0
2026-08-22T09:38:45+05:30,T-07,2.65,75.2,3000,79.3
2026-08-22T09:39:00+05:30,T-07,2.60,73.0,2998,78.6
2026-08-22T09:39:15+05:30,T-07,2.55,75.1,3005,80.9
2026-08-22T09:39:30+05:30,T-07,2.50,72.9,3003,80.2
2026-08-22T09:39:45+05:30,T-07,2.45,75.1,3001,79.5
2026-08-22T09:40:00+05:30,T-07,2.31,72.9,2999,78.8
2026-08-22T09:40:15+05:30,T-07,2.85,74.4,2997,81.1
2026-08-22T09:40:30+05:30,T-07,2.80,76.6,3004,80.4
2026-08-22T09:40:45+05:30,T-07,2.75,74.4,3002,79.7
2026-08-22T09:41:00+05:30,T-07,2.70,76.5,3000,78.9
2026-08-22T09:41:15+05:30,T-07,2.65,74.3,2998,81.3
2026-08-22T09:41:30+05:30,T-07,2.60,76.5,3005,80.6
2026-08-22T09:41:45+05:30,T-07,2.47,74.3,3003,79.8
2026-08-22T09:42:00+05:30,T-07,2.42,76.4,3001,79.1
2026-08-22T09:42:15+05:30,T-07,2.37,74.2,2999,78.4
2026-08-22T09:42:30+05:30,T-07,2.32,75.7,2997,80.7
2026-08-22T09:42:45+05:30,T-07,2.86,73.5,3004,80.0
2026-08-22T09:43:00+05:30,T-07,2.81,75.7,3002,79.3
2026-08-22T09:43:15+05:30,T-07,2.76,73.5,3000,78.6
2026-08-22T09:43:30+05:30,T-07,2.62,75.6,2998,80.9
2026-08-22T09:43:45+05:30,T-07,2.57,73.4,3005,80.2
2026-08-22T09:44:00+05:30,T-07,2.52,75.6,3003,79.5
2026-08-22T09:44:15+05:30,T-07,2.47,73.4,3001,78.8
2026-08-22T09:44:30+05:30,T-07,2.42,75.5,2999,81.1
2026-08-22T09:44:45+05:30,T-07,2.38,72.7,2997,80.4
2026-08-22T09:45:00+05:30,T-07,2.91,74.9,3004,79.7
2026-08-22T09:45:15+05:30,T-07,2.78,72.6,3002,78.9
2026-08-22T09:45:30+05:30,T-07,2.73,74.8,3000,81.3
2026-08-22T09:45:45+05:30,T-07,2.68,72.6,2998,80.6
2026-08-22T09:46:00+05:30,T-07,2.63,74.8,3005,79.8
2026-08-22T09:46:15+05:30,T-07,2.58,76.9,3003,79.1
2026-08-22T09:46:30+05:30,T-07,2.53,74.7,3001,78.4
2026-08-22T09:46:45+05:30,T-07,2.48,76.9,2999,80.7
2026-08-22T09:47:00+05:30,T-07,2.35,74.0,2997,80.0
2026-08-22T09:47:15+05:30,T-07,2.30,76.2,3004,79.3
2026-08-22T09:47:30+05:30,T-07,2.83,74.0,3002,78.6
2026-08-22T09:47:45+05:30,T-07,2.78,76.1,3000,80.9
2026-08-22T09:48:00+05:30,T-07,2.73,73.9,2998,80.2
2026-08-22T09:48:15+05:30,T-07,2.68,76.1,3005,79.5
2026-08-22T09:48:30+05:30,T-07,2.63,73.9,3003,78.8
2026-08-22T09:48:45+05:30,T-07,2.50,76.0,3001,81.1
2026-08-22T09:49:00+05:30,T-07,2.45,73.8,2999,80.4
2026-08-22T09:49:15+05:30,T-07,2.40,75.4,2997,79.7
2026-08-22T09:49:30+05:30,T-07,2.35,73.2,3004,78.9
2026-08-22T09:49:45+05:30,T-07,2.89,75.3,3002,81.3
2026-08-22T09:50:00+05:30,T-07,2.84,73.1,3000,80.6
2026-08-22T09:50:15+05:30,T-07,2.79,75.3,2998,79.8
2026-08-22T09:50:30+05:30,T-07,2.66,73.0,3005,79.1
2026-08-22T09:50:45+05:30,T-07,2.61,75.2,3003,78.4
2026-08-22T09:51:00+05:30,T-07,2.56,73.0,3001,80.7
2026-08-22T09:51:15+05:30,T-07,2.51,75.2,2999,80.0
2026-08-22T09:51:30+05:30,T-07,2.46,72.3,2997,79.3
2026-08-22T09:51:45+05:30,T-07,2.41,74.5,3004,78.6
2026-08-22T09:52:00+05:30,T-07,2.36,76.6,3002,80.9
2026-08-22T09:52:15+05:30,T-07,2.81,74.4,3000,80.2
2026-08-22T09:52:30+05:30,T-07,2.76,76.6,2998,79.5
2026-08-22T09:52:45+05:30,T-07,2.71,74.4,3005,78.8
2026-08-22T09:53:00+05:30,T-07,2.66,76.5,3003,81.1
2026-08-22T09:53:15+05:30,T-07,2.61,74.3,3001,80.4
2026-08-22T09:53:30+05:30,T-07,2.56,76.5,2999,79.7
2026-08-22T09:53:45+05:30,T-07,2.51,73.6,2997,78.9
2026-08-22T09:54:00+05:30,T-07,2.38,75.8,3004,81.3
2026-08-22T09:54:15+05:30,T-07,2.33,73.6,3002,80.6
2026-08-22T09:54:30+05:30,T-07,2.87,75.8,3000,79.8
2026-08-22T09:54:45+05:30,T-07,2.82,73.5,2998,79.1
2026-08-22T09:55:00+05:30,T-07,2.77,75.7,3005,78.4
2026-08-22T09:55:15+05:30,T-07,2.72,73.5,3003,80.7
2026-08-22T09:55:30+05:30,T-07,2.67,75.7,3001,80.0
2026-08-22T09:55:45+05:30,T-07,2.53,73.4,2999,79.3
2026-08-22T09:56:00+05:30,T-07,2.48,75.0,2997,78.6
2026-08-22T09:56:15+05:30,T-07,2.43,72.8,3004,80.9
2026-08-22T09:56:30+05:30,T-07,2.38,74.9,3002,80.2
2026-08-22T09:56:45+05:30,T-07,2.33,72.7,3000,79.5
2026-08-22T09:57:00+05:30,T-07,2.87,74.9,2998,78.8
2026-08-22T09:57:15+05:30,T-07,2.82,72.7,3005,81.1
2026-08-22T09:57:30+05:30,T-07,2.69,74.8,3003,80.4
2026-08-22T09:57:45+05:30,T-07,2.64,77.0,3001,79.7
2026-08-22T09:58:00+05:30,T-07,2.59,74.8,2999,78.9
2026-08-22T09:58:15+05:30,T-07,2.54,76.3,2997,81.3
2026-08-22T09:58:30+05:30,T-07,2.49,74.1,3004,80.6
2026-08-22T09:58:45+05:30,T-07,2.44,76.3,3002,79.8
2026-08-22T09:59:00+05:30,T-07,2.39,74.0,3000,79.1
2026-08-22T09:59:15+05:30,T-07,2.84,88.4,2998,78.4
2026-08-22T09:59:30+05:30,T-07,2.79,74.0,3005,80.7
2026-08-22T09:59:45+05:30,T-07,2.74,76.2,3003,80.0
2026-08-22T10:00:00+05:30,T-07,2.69,73.9,3001,79.3
2026-08-22T10:00:15+05:30,T-07,2.64,76.1,2999,78.6
2026-08-22T10:00:30+05:30,T-07,2.59,73.3,2997,80.9
2026-08-22T10:00:45+05:30,T-07,2.54,75.4,3004,80.2
2026-08-22T10:01:00+05:30,T-07,2.41,73.2,3002,79.5
2026-08-22T10:01:15+05:30,T-07,2.36,75.4,3000,78.8
2026-08-22T10:01:30+05:30,T-07,2.31,73.2,2998,81.1
2026-08-22T10:01:45+05:30,T-07,2.85,75.3,3005,80.4
2026-08-22T10:02:00+05:30,T-07,2.80,73.1,3003,79.7
2026-08-22T10:02:15+05:30,T-07,2.75,75.3,3001,78.9
2026-08-22T10:02:30+05:30,T-07,2.70,73.1,2999,81.3
2026-08-22T10:02:45+05:30,T-07,2.56,74.6,2997,80.6
2026-08-22T10:03:00+05:30,T-07,2.51,72.4,3004,79.8
2026-08-22T10:03:15+05:30,T-07,2.46,74.5,3002,79.1
2026-08-22T10:03:30+05:30,T-07,2.41,76.7,3000,78.4
2026-08-22T10:03:45+05:30,T-07,2.36,74.5,2998,80.7
2026-08-22T10:04:00+05:30,T-07,2.90,76.7,3005,80.0
2026-08-22T10:04:15+05:30,T-07,2.85,74.4,3003,79.3
2026-08-22T10:04:30+05:30,T-07,2.72,76.6,3001,78.6
2026-08-22T10:04:45+05:30,T-07,2.67,74.4,2999,80.9
2026-08-22T10:05:00+05:30,T-07,2.62,75.9,2997,80.2
2026-08-22T10:05:15+05:30,T-07,2.57,73.7,3004,79.5
2026-08-22T10:05:30+05:30,T-07,2.52,75.9,3002,78.8
2026-08-22T10:05:45+05:30,T-07,2.47,73.7,3000,81.1
2026-08-22T10:06:00+05:30,T-07,2.42,75.8,2998,80.4
2026-08-22T10:06:15+05:30,T-07,2.28,73.6,3005,79.7
2026-08-22T10:06:30+05:30,T-07,2.82,75.8,3003,78.9
2026-08-22T10:06:45+05:30,T-07,2.77,73.6,3001,81.3
2026-08-22T10:07:00+05:30,T-07,2.72,75.7,2999,80.6
2026-08-22T10:07:15+05:30,T-07,2.67,72.9,2997,79.8
2026-08-22T10:07:30+05:30,T-07,2.62,75.0,3004,79.1
2026-08-22T10:07:45+05:30,T-07,2.57,72.8,3002,78.4
2026-08-22T10:08:00+05:30,T-07,2.44,75.0,3000,80.7
2026-08-22T10:08:15+05:30,T-07,2.39,72.8,2998,80.0
2026-08-22T10:08:30+05:30,T-07,2.34,74.9,3005,79.3
2026-08-22T10:08:45+05:30,T-07,2.88,72.7,3003,78.6
2026-08-22T10:09:00+05:30,T-07,2.83,74.9,3001,80.9
2026-08-22T10:09:15+05:30,T-07,2.78,77.1,2999,80.2
2026-08-22T10:09:30+05:30,T-07,2.73,74.2,2997,79.5
2026-08-22T10:09:45+05:30,T-07,2.59,76.4,3004,78.8
2026-08-22T10:10:00+05:30,T-07,2.54,74.2,3002,81.1
2026-08-22T10:10:15+05:30,T-07,2.49,76.3,3000,80.4
2026-08-22T10:10:30+05:30,T-07,2.44,74.1,2998,79.7
2026-08-22T10:10:45+05:30,T-07,2.39,76.3,3005,78.9
2026-08-22T10:11:00+05:30,T-07,2.34,74.1,3003,81.3
2026-08-22T10:11:15+05:30,T-07,2.88,76.2,3001,80.6
2026-08-22T10:11:30+05:30,T-07,2.75,74.0,2999,79.8
2026-08-22T10:11:45+05:30,T-07,2.70,75.5,2997,79.1
2026-08-22T10:12:00+05:30,T-07,2.65,73.3,3004,78.4
2026-08-22T10:12:15+05:30,T-07,2.60,75.5,3002,80.7
2026-08-22T10:12:30+05:30,T-07,2.55,73.3,3000,80.0
2026-08-22T10:12:45+05:30,T-07,2.50,75.4,2998,79.3
2026-08-22T10:13:00+05:30,T-07,2.45,73.2,3005,78.6
2026-08-22T10:13:15+05:30,T-07,2.31,75.4,3003,80.9
2026-08-22T10:13:30+05:30,T-07,2.85,73.2,3001,80.2
2026-08-22T10:13:45+05:30,T-07,2.80,75.3,2999,79.5
2026-08-22T10:14:00+05:30,T-07,2.75,72.5,2997,78.8
2026-08-22T10:14:15+05:30,T-07,2.70,74.7,3004,81.1
2026-08-22T10:14:30+05:30,T-07,2.65,72.5,3002,80.4
2026-08-22T10:14:45+05:30,T-07,2.60,74.6,3000,79.7
2026-08-22T10:15:00+05:30,T-07,2.47,76.8,2998,78.9
2026-08-22T10:15:15+05:30,T-07,2.42,74.6,3005,81.3
2026-08-22T10:15:30+05:30,T-07,2.37,76.7,3003,80.6
2026-08-22T10:15:45+05:30,T-07,2.32,74.5,3001,79.8
2026-08-22T10:16:00+05:30,T-07,2.86,76.7,2999,79.1
2026-08-22T10:16:15+05:30,T-07,2.81,73.8,2997,78.4
2026-08-22T10:16:30+05:30,T-07,2.76,76.0,3004,80.7
2026-08-22T10:16:45+05:30,T-07,2.62,73.8,3002,80.0
2026-08-22T10:17:00+05:30,T-07,2.57,76.0,3000,79.3
2026-08-22T10:17:15+05:30,T-07,2.52,73.7,2998,78.6
2026-08-22T10:17:30+05:30,T-07,2.47,75.9,3005,80.9
2026-08-22T10:17:45+05:30,T-07,2.42,73.7,3003,80.2
2026-08-22T10:18:00+05:30,T-07,2.38,75.8,3001,79.5
2026-08-22T10:18:15+05:30,T-07,2.91,73.6,2999,78.8
2026-08-22T10:18:30+05:30,T-07,2.78,75.2,2997,81.1
2026-08-22T10:18:45+05:30,T-07,2.73,73.0,3004,80.4
2026-08-22T10:19:00+05:30,T-07,2.68,75.1,3002,79.7
2026-08-22T10:19:15+05:30,T-07,2.63,72.9,3000,78.9
2026-08-22T10:19:30+05:30,T-07,2.58,75.1,2998,81.3
2026-08-22T10:19:45+05:30,T-07,2.53,72.9,3005,80.6
2026-08-22T10:20:00+05:30,T-07,2.48,75.0,3003,79.8
2026-08-22T10:20:15+05:30,T-07,2.35,72.8,3001,79.1
2026-08-22T10:20:30+05:30,T-07,2.30,75.0,2999,78.4
2026-08-22T10:20:45+05:30,T-07,2.83,76.5,2997,80.7
2026-08-22T10:21:00+05:30,T-07,2.78,74.3,3004,80.0
2026-08-22T10:21:15+05:30,T-07,2.73,76.4,3002,79.3
2026-08-22T10:21:30+05:30,T-07,2.68,74.2,3000,78.6
2026-08-22T10:21:45+05:30,T-07,2.63,76.4,2998,80.9
2026-08-22T10:22:00+05:30,T-07,2.50,74.2,3005,80.2
2026-08-22T10:22:15+05:30,T-07,2.45,76.3,3003,79.5
2026-08-22T10:22:30+05:30,T-07,2.40,74.1,3001,78.8
2026-08-22T10:22:45+05:30,T-07,2.35,76.3,2999,81.1
2026-08-22T10:23:00+05:30,T-07,2.89,73.5,2997,80.4
2026-08-22T10:23:15+05:30,T-07,2.84,75.6,3004,79.7
2026-08-22T10:23:30+05:30,T-07,2.79,73.4,3002,78.9
2026-08-22T10:23:45+05:30,T-07,2.66,75.6,3000,81.3
2026-08-22T10:24:00+05:30,T-07,2.61,73.4,2998,80.6
2026-08-22T10:24:15+05:30,T-07,2.56,75.5,3005,79.8
2026-08-22T10:24:30+05:30,T-07,2.51,73.3,3003,79.1
2026-08-22T10:24:45+05:30,T-07,2.46,75.5,3001,78.4
2026-08-22T10:25:00+05:30,T-07,2.41,73.3,2999,80.7
2026-08-22T10:25:15+05:30,T-07,2.36,74.8,2997,80.0
2026-08-22T10:25:30+05:30,T-07,2.81,72.6,3004,79.3
2026-08-22T10:25:45+05:30,T-07,2.76,74.7,3002,78.6
2026-08-22T10:26:00+05:30,T-07,2.71,72.5,3000,80.9
2026-08-22T10:26:15+05:30,T-07,2.66,74.7,2998,80.2
2026-08-22T10:26:30+05:30,T-07,2.61,76.8,3005,79.5
2026-08-22T10:26:45+05:30,T-07,2.56,74.6,3003,78.8
2026-08-22T10:27:00+05:30,T-07,2.51,76.8,3001,81.1
2026-08-22T10:27:15+05:30,T-07,2.38,74.6,2999,80.4
2026-08-22T10:27:30+05:30,T-07,2.33,76.1,2997,79.7
2026-08-22T10:27:45+05:30,T-07,2.87,73.9,3004,78.9
2026-08-22T10:28:00+05:30,T-07,2.82,76.1,3002,81.3
2026-08-22T10:28:15+05:30,T-07,2.77,73.9,3000,80.6
2026-08-22T10:28:30+05:30,T-07,2.72,76.0,2998,79.8
2026-08-22T10:28:45+05:30,T-07,2.67,73.8,3005,79.1
2026-08-22T10:29:00+05:30,T-07,2.53,76.0,3003,78.4
2026-08-22T10:29:15+05:30,T-07,2.48,73.8,3001,80.7
2026-08-22T10:29:30+05:30,T-07,2.43,75.9,2999,80.0
2026-08-22T10:29:45+05:30,T-07,2.38,73.1,2997,79.3
2026-08-22T10:30:00+05:30,T-07,2.33,75.2,3004,78.6
2026-08-22T10:30:15+05:30,T-07,2.87,73.0,3002,80.9
2026-08-22T10:30:30+05:30,T-07,2.82,75.2,3000,80.2
2026-08-22T10:30:45+05:30,T-07,2.69,73.0,2998,79.5
2026-08-22T10:31:00+05:30,T-07,2.64,75.1,3005,78.8
2026-08-22T10:31:15+05:30,T-07,2.59,72.9,3003,81.1
2026-08-22T10:31:30+05:30,T-07,8.3,75.1,3001,80.4
2026-08-22T10:31:45+05:30,T-07,2.49,72.9,2999,79.7
2026-08-22T10:32:00+05:30,T-07,2.44,74.4,2997,78.9
2026-08-22T10:32:15+05:30,T-07,2.39,76.6,3004,81.3
2026-08-22T10:32:30+05:30,T-07,2.84,74.4,3002,80.6
2026-08-22T10:32:45+05:30,T-07,2.79,76.5,3000,79.8
2026-08-22T10:33:00+05:30,T-07,2.74,74.3,2998,79.1
2026-08-22T10:33:15+05:30,T-07,2.69,76.5,3005,78.4
2026-08-22T10:33:30+05:30,T-07,2.64,74.3,3003,80.7
2026-08-22T10:33:45+05:30,T-07,2.59,76.4,3001,80.0
2026-08-22T10:34:00+05:30,T-07,2.54,74.2,2999,79.3
2026-08-22T10:34:15+05:30,T-07,2.41,75.7,2997,78.6
2026-08-22T10:34:30+05:30,T-07,2.36,73.5,3004,80.9
2026-08-22T10:34:45+05:30,T-07,2.31,75.7,3002,80.2
2026-08-22T10:35:00+05:30,T-07,2.85,73.5,3000,79.5
2026-08-22T10:35:15+05:30,T-07,2.80,75.6,2998,78.8
2026-08-22T10:35:30+05:30,T-07,2.75,73.4,3005,81.1
2026-08-22T10:35:45+05:30,T-07,2.70,75.6,3003,80.4
2026-08-22T10:36:00+05:30,T-07,2.56,73.4,3001,79.7
2026-08-22T10:36:15+05:30,T-07,2.51,75.5,2999,78.9
